t_ns,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,light
1400000000,0,0,9.81,0,0,-0.003405054101951288,0,0,0,101325,100
1420000000,0,0,9.81,0,0,-0.0041207113149055435,0,0,0,101325,100
1440000000,0,0,9.81,0,0,-0.0050722095696314265,0,0,0,101325,100
1460000000,0,0,9.81,0,0,-0.003037734904659974,0,0,0,101325,100
1480000000,0,0,9.81,0,0,-0.005666937202732231,0,0,0,101325,100
1500000000,0,0,9.81,0,0,-0.0053882232560758326,0,0,0,101325,100
1520000000,0,0,9.81,0,0,-0.002906282272770612,0,0,0,101325,100
1540000000,0,0,9.81,0,0,-0.004868773642585926,0,0,0,101325,100
1560000000,0,0,9.81,0,0,-0.003898721623465421,0,0,0,101325,100
1580000000,0,0,9.81,0,0,-0.0034072282854154872,0,0,0,101325,100
1600000000,0,0,9.81,0,0,-0.004206889490660283,0,0,0,101325,100
1620000000,0,0,9.81,0,0,-0.0038726757493678975,0,0,0,101325,100
1640000000,0,0,9.81,0,0,-0.004008690413309692,0,0,0,101325,100
1660000000,0,0,9.81,0,0,-0.00392708953164042,0,0,0,101325,100
1680000000,0,0,9.81,0,0,-0.003078069401131605,0,0,0,101325,100
1700000000,0,0,9.81,0,0,-0.003298706801708927,0,0,0,101325,100
1720000000,0,0,9.81,0,0,-0.0038316761436021163,0,0,0,101325,100
1740000000,0,0,9.81,0,0,-0.0033133234681836125,0,0,0,101325,100
1760000000,0,0,9.81,0,0,-0.00458674439343462,0,0,0,101325,100
1780000000,0,0,9.81,0,0,-0.00478096725837483,0,0,0,101325,100
1800000000,0,0,9.81,0,0,-0.004988113295473766,0,0,0,101325,100
1820000000,0,0,9.81,0,0,-0.003429679948747803,0,0,0,101325,100
1840000000,0,0,9.81,0,0,-0.0026961189424743468,0,0,0,101325,100
1860000000,0,0,9.81,0,0,-0.004039789203246998,0,0,0,101325,100
1880000000,0,0,9.81,0,0,-0.0058406302656937754,0,0,0,101325,100
1900000000,0,0,9.81,0,0,-0.004557891962889507,0,0,0,101325,100
1920000000,0,0,9.81,0,0,-0.003705559354902654,0,0,0,101325,100
1940000000,0,0,9.81,0,0,-0.003854766215234111,0,0,0,101325,100
1960000000,0,0,9.81,0,0,-0.004032184575152892,0,0,0,101325,100
1980000000,0,0,9.81,0,0,-0.003251063921419538,0,0,0,101325,100
2000000000,0,0,9.81,0,0,-0.0033053281967999485,0,0,0,101325,100
2020000000,0,0,9.81,0,0,-0.005284013442447836,0,0,0,101325,100
2040000000,0,0,9.81,0,0,-0.0037346239248755146,0,0,0,101325,100
2060000000,0,0,9.81,0,0,-0.004759419282386885,0,0,0,101325,100
2080000000,0,0,9.81,0,0,-0.00391078188729331,0,0,0,101325,100
2100000000,0,0,9.81,0,0,-0.0030284411365563207,0,0,0,101325,100
2120000000,0,0,9.81,0,0,-0.0025157899027468634,0,0,0,101325,100
2140000000,0,0,9.81,0,0,-0.0035031026771749334,0,0,0,101325,100
2160000000,0,0,9.81,0,0,-0.0045552023594252165,0,0,0,101325,100
2180000000,0,0,9.81,0,0,-0.004420497311476192,0,0,0,101325,100
2200000000,0,0,9.81,0,0,-0.003648772457147299,0,0,0,101325,100
2220000000,0,0,9.81,0,0,-0.0049761083488358004,0,0,0,101325,100
2240000000,0,0,9.81,0,0,-0.004173010255645884,0,0,0,101325,100
2260000000,0,0,9.81,0,0,-0.003586062741102687,0,0,0,101325,100
2280000000,0,0,9.81,0,0,-0.0033124243122868878,0,0,0,101325,100
2300000000,0,0,9.81,0,0,-0.004373202341196352,0,0,0,101325,100
2320000000,0,0,9.81,0,0,-0.0037912616440378515,0,0,0,101325,100
2340000000,0,0,9.81,0,0,-0.0029249400806715983,0,0,0,101325,100
2360000000,0,0,9.81,0,0,-0.0038475837122880574,0,0,0,101325,100
2380000000,0,0,9.81,0,0,-0.005611785248721862,0,0,0,101325,100
2400000000,0,0,9.81,0,0,-0.0039269318623449175,0,0,0,101325,100
2420000000,0,0,9.81,0,0,-0.0038945526361374087,0,0,0,101325,100
2440000000,0,0,9.81,0,0,-0.004481731419271002,0,0,0,101325,100
2460000000,0,0,9.81,0,0,-0.004076457321453525,0,0,0,101325,100
2480000000,0,0,9.81,0,0,-0.005402284462552387,0,0,0,101325,100
2500000000,0,0,9.81,0,0,-0.0030265439978009474,0,0,0,101325,100
2520000000,0,0,9.81,0,0,-0.003746086427077084,0,0,0,101325,100
2540000000,0,0,9.81,0,0,-0.004588280855670912,0,0,0,101325,100
2560000000,0,0,9.81,0,0,-0.003908354814518362,0,0,0,101325,100
2580000000,0,0,9.81,0,0,-0.003998363537180438,0,0,0,101325,100
2600000000,0,0,9.81,0,0,-0.004867693980113259,0,0,0,101325,100
2620000000,0,0,9.81,0,0,-0.006441522362178236,0,0,0,101325,100
2640000000,0,0,9.81,0,0,-0.006598827946274115,0,0,0,101325,100
2660000000,0,0,9.81,0,0,-0.002349602203371031,0,0,0,101325,100
2680000000,0,0,9.81,0,0,-0.005090663642492074,0,0,0,101325,100
2700000000,0,0,9.81,0,0,-0.004370890613703064,0,0,0,101325,100
2720000000,0,0,9.81,0,0,-0.003615206898570457,0,0,0,101325,100
2740000000,0,0,9.81,0,0,-0.00442967389222335,0,0,0,101325,100
2760000000,0,0,9.81,0,0,-0.0030740142927321544,0,0,0,101325,100
2780000000,0,0,9.81,0,0,-0.004941836367948539,0,0,0,101325,100
2800000000,0,0,9.81,0,0,-0.0036227563259202435,0,0,0,101325,100
2820000000,0,0,9.81,0,0,-0.005935301012023138,0,0,0,101325,100
2840000000,0,0,9.81,0,0,-0.0034901943200083873,0,0,0,101325,100
2860000000,0,0,9.81,0,0,-0.0035138301646653433,0,0,0,101325,100
2880000000,0,0,9.81,0,0,-0.003793732197502983,0,0,0,101325,100
2900000000,0,0,9.81,0,0,-0.003851137233177354,0,0,0,101325,100
2920000000,0,0,9.81,0,0,-0.0038798378305448453,0,0,0,101325,100
2940000000,0,0,9.81,0,0,-0.003359888895539508,0,0,0,101325,100
2960000000,0,0,9.81,0,0,-0.0032740675550976,0,0,0,101325,100
2980000000,0,0,9.81,0,0,-0.004938095115466779,0,0,0,101325,100
3000000000,0,0,9.81,0,0,-0.0031911248480536777,0,0,0,101325,100
3020000000,0,0,9.81,0,0,-0.004940875161509108,0,0,0,101325,100
3040000000,0,0,9.81,0,0,-0.003970312950260542,0,0,0,101325,100
3060000000,0,0,9.81,0,0,-0.0043344939107340325,0,0,0,101325,100
3080000000,0,0,9.81,0,0,-0.0036945906633021274,0,0,0,101325,100
3100000000,0,0,9.81,0,0,-0.004403647993511376,0,0,0,101325,100
3120000000,0,0,9.81,0,0,-0.0037606432815274074,0,0,0,101325,100
3140000000,0,0,9.81,0,0,-0.0045318434531121665,0,0,0,101325,100
3160000000,0,0,9.81,0,0,-0.004950629870510712,0,0,0,101325,100
3180000000,0,0,9.81,0,0,-0.0031821490780321424,0,0,0,101325,100
3200000000,0,0,9.81,0,0,-0.003614322988143857,0,0,0,101325,100
3220000000,0,0,9.81,0,0,-0.0036654624248028613,0,0,0,101325,100
3240000000,0,0,9.81,0,0,-0.003279251150508615,0,0,0,101325,100
3260000000,0,0,9.81,0,0,-0.005038758436190879,0,0,0,101325,100
3280000000,0,0,9.81,0,0,-0.0033159772870448084,0,0,0,101325,100
3300000000,0,0,9.81,0,0,-0.005036000191425921,0,0,0,101325,100
3320000000,0,0,9.81,0,0,-0.0037817024392417077,0,0,0,101325,100
3340000000,0,0,9.81,0,0,-0.0042699790050335,0,0,0,101325,100
3360000000,0,0,9.81,0,0,-0.003876751631042434,0,0,0,101325,100
3380000000,0,0,9.81,0,0,-0.0035053898450298593,0,0,0,101325,100
3400000000,0,0,9.81,0,0,-0.004095337227370707,0,0,0,101325,100
3420000000,0,0,9.81,0,0,-0.004917362018726408,0,0,0,101325,100
3440000000,0,0,9.81,0,0,-0.0033026647705309254,0,0,0,101325,100
3460000000,0,0,9.81,0,0,-0.003086724768370436,0,0,0,101325,100
3480000000,0,0,9.81,0,0,-0.0035160397604793964,0,0,0,101325,100
3500000000,0,0,9.81,0,0,-0.003209254808980872,0,0,0,101325,100
3520000000,0,0,9.81,0,0,-0.005652553729667539,0,0,0,101325,100
3540000000,0,0,9.81,0,0,-0.004051032507517804,0,0,0,101325,100
3560000000,0,0,9.81,0,0,-0.004213540527207491,0,0,0,101325,100
3580000000,0,0,9.81,0,0,-0.005819323619715509,0,0,0,101325,100
3600000000,0,0,9.81,0,0,-0.0040190815323318235,0,0,0,101325,100
3620000000,0,0,9.81,0,0,-0.00411107860105243,0,0,0,101325,100
3640000000,0,0,9.81,0,0,-0.005428530124510083,0,0,0,101325,100
3660000000,0,0,9.81,0,0,-0.004846979207460805,0,0,0,101325,100
3680000000,0,0,9.81,0,0,-0.004039721587359738,0,0,0,101325,100
3700000000,0,0,9.81,0,0,-0.003588752138831616,0,0,0,101325,100
3720000000,0,0,9.81,0,0,-0.0034964977957502854,0,0,0,101325,100
3740000000,0,0,9.81,0,0,-0.005078589910966536,0,0,0,101325,100
3760000000,0,0,9.81,0,0,-0.005053776179866323,0,0,0,101325,100
3780000000,0,0,9.81,0,0,-0.004555085082236465,0,0,0,101325,100
3800000000,0,0,9.81,0,0,-0.004157533689646433,0,0,0,101325,100
3820000000,0,0,9.81,0,0,-0.004615799693219505,0,0,0,101325,100
3840000000,0,0,9.81,0,0,-0.004281452266879705,0,0,0,101325,100
3860000000,0,0,9.81,0,0,-0.003494608874103679,0,0,0,101325,100
3880000000,0,0,9.81,0,0,-0.0035166627588557684,0,0,0,101325,100
3900000000,0,0,9.81,0,0,-0.003993442283478933,0,0,0,101325,100
3920000000,0,0,9.81,0,0,-0.005109906034948271,0,0,0,101325,100
3940000000,0,0,9.81,0,0,-0.004542457748134757,0,0,0,101325,100
3960000000,0,0,9.81,0,0,-0.0036219711412975586,0,0,0,101325,100
3980000000,0,0,9.81,0,0,-0.003354574428047744,0,0,0,101325,100
4000000000,0,0,9.81,0,0,-0.0031869640970292315,0,0,0,101325,100
4019999999,0,0,9.81,0,0,-0.005039980760288728,0,0,0,101325,100
4040000000,0,0,9.81,0,0,-0.004519134413298042,0,0,0,101325,100
4059999999,0,0,9.81,0,0,-0.005169923773215053,0,0,0,101325,100
4080000000,0,0,9.81,0,0,-0.006680852373644958,0,0,0,101325,100
4099999999,0,0,9.81,0,0,-0.005066896155395013,0,0,0,101325,100
4120000000,0,0,9.81,0,0,-0.005659401299939906,0,0,0,101325,100
4139999999,0,0,9.81,0,0,-0.0028976640504046755,0,0,0,101325,100
4160000000,0,0,9.81,0,0,-0.003700170028168517,0,0,0,101325,100
4179999999,0,0,9.81,0,0,-0.004673602081441475,0,0,0,101325,100
4200000000,0,0,9.81,0,0,-0.004055040036679898,0,0,0,101325,100
4219999999,0,0,9.81,0,0,-0.003751223181073511,0,0,0,101325,100
4240000000,0,0,9.81,0,0,-0.0025853477445196664,0,0,0,101325,100
4260000000,0,0,9.81,0,0,-0.0034346583745748257,0,0,0,101325,100
4280000000,0,0,9.81,0,0,-0.0027805275255602955,0,0,0,101325,100
4300000000,0,0,9.81,0,0,-0.0036875605558339295,0,0,0,101325,100
4320000000,0,0,9.81,0,0,-0.002974137666889298,0,0,0,101325,100
4340000000,0,0,9.81,0,0,-0.0028505551189857556,0,0,0,101325,100
4360000000,0,0,9.81,0,0,-0.003296974980170793,0,0,0,101325,100
4380000000,0,0,9.81,0,0,-0.0040811807099000695,0,0,0,101325,100
4400000000,0,0,9.81,0,0,-0.0031535012716175704,0,0,0,101325,100
4420000000,0,0,9.81,0,0,-0.0044520604833083585,0,0,0,101325,100
4440000000,0,0,9.81,0,0,-0.0028621599977523638,0,0,0,101325,100
4460000000,0,0,9.81,0,0,-0.004347362926748393,0,0,0,101325,100
4480000000,0,0,9.81,0,0,-0.004701996496557479,0,0,0,101325,100
4500000000,0,0,9.81,0,0,-0.002463383075936014,0,0,0,101325,100
4520000000,0,0,9.81,0,0,-0.004466417953979892,0,0,0,101325,100
4540000000,0,0,9.81,0,0,-0.003965304484656446,0,0,0,101325,100
4560000000,0,0,9.81,0,0,-0.005035863350184364,0,0,0,101325,100
4580000000,0,0,9.81,0,0,-0.004718184919798937,0,0,0,101325,100
4600000000,0,0,9.81,0,0,-0.0044037204403514375,0,0,0,101325,100
4620000000,0,0,9.81,0,0,-0.004970528732208263,0,0,0,101325,100
4640000000,0,0,9.81,0,0,-0.0030422210531060425,0,0,0,101325,100
4660000000,0,0,9.81,0,0,-0.004739618770245682,0,0,0,101325,100
4680000000,0,0,9.81,0,0,-0.005203363853168542,0,0,0,101325,100
4700000000,0,0,9.81,0,0,-0.003134761185568383,0,0,0,101325,100
4720000000,0,0,9.81,0,0,-0.0034899007224185453,0,0,0,101325,100
4740000000,0,0,9.81,0,0,-0.006136868121636586,0,0,0,101325,100
4760000000,0,0,9.81,0,0,-0.0046040137338129936,0,0,0,101325,100
4780000000,0,0,9.81,0,0,-0.00323864165213115,0,0,0,101325,100
4800000000,0,0,9.81,0,0,-0.004777775334187983,0,0,0,101325,100
4820000000,0,0,9.81,0,0,-0.004349786552692102,0,0,0,101325,100
4840000000,0,0,9.81,0,0,-0.0043161729108100125,0,0,0,101325,100
4860000000,0,0,9.81,0,0,-0.0060769993417346055,0,0,0,101325,100
4880000000,0,0,9.81,0,0,-0.004880837374013966,0,0,0,101325,100
4900000000,0,0,9.81,0,0,-0.0034345401369105487,0,0,0,101325,100
4920000000,0,0,9.81,0,0,-0.0028400646224762986,0,0,0,101325,100
4940000000,0,0,9.81,0,0,-0.004169808963835172,0,0,0,101325,100
4960000000,0,0,9.81,0,0,-0.004195026826057702,0,0,0,101325,100
4980000000,0,0,9.81,0,0,-0.003616660682974565,0,0,0,101325,100
5000000000,0,0,9.81,0,0,-0.003953316546780877,0,0,0,101325,100
5020000000,0,0,9.81,0,0,-0.0036537685702938134,0,0,0,101325,100
5040000000,0,0,9.81,0,0,-0.004860939989193418,0,0,0,101325,100
5060000000,0,0,9.81,0,0,-0.004077324551654885,0,0,0,101325,100
5080000000,0,0,9.81,0,0,-0.0036562793290465957,0,0,0,101325,100
5100000000,0,0,9.81,0,0,-0.0035761653105759504,0,0,0,101325,100
5120000000,0,0,9.81,0,0,-0.005455628704196647,0,0,0,101325,100
5140000000,0,0,9.81,0,0,-0.0033797796199724704,0,0,0,101325,100
5160000000,0,0,9.81,0,0,-0.0039954362132765785,0,0,0,101325,100
5180000000,0,0,9.81,0,0,-0.003960308447695154,0,0,0,101325,100
5200000000,0,0,9.81,0,0,-0.0056407591430832705,0,0,0,101325,100
5220000000,0,0,9.81,0,0,-0.004061969424081413,0,0,0,101325,100
5240000000,0,0,9.81,0,0,-0.00547552123098078,0,0,0,101325,100
5260000000,0,0,9.81,0,0,-0.006298358554310459,0,0,0,101325,100
5280000000,0,0,9.81,0,0,-0.004012266596682182,0,0,0,101325,100
5300000000,0,0,9.81,0,0,-0.004098157131718899,0,0,0,101325,100
5320000000,0,0,9.81,0,0,-0.004043239682247031,0,0,0,101325,100
5340000000,0,0,9.81,0,0,-0.003938744182787342,0,0,0,101325,100
5360000000,0,0,9.81,0,0,-0.004091322741920434,0,0,0,101325,100
5380000000,0,0,9.81,0,0,-0.0031298940741966057,0,0,0,101325,100
5400000000,0,0,9.81,0,0,-0.003381342841912609,0,0,0,101325,100
5420000000,0,0,9.81,0,0,-0.002667884679112984,0,0,0,101325,100
5440000000,0,0,9.81,0,0,-0.0018798420064809252,0,0,0,101325,100
5460000000,0,0,9.81,0,0,-0.00340769322693453,0,0,0,101325,100
5480000000,0,0,9.81,0,0,-0.0033819413517469617,0,0,0,101325,100
5500000000,0,0,9.81,0,0,-0.002420743097368415,0,0,0,101325,100
5520000000,0,0,9.81,0,0,-0.0048386755248594525,0,0,0,101325,100
5540000000,0,0,9.81,0,0,-0.004359767505199781,0,0,0,101325,100
5560000000,0,0,9.81,0,0,-0.0038520554890152064,0,0,0,101325,100
5580000000,0,0,9.81,0,0,-0.005433414615092759,0,0,0,101325,100
5600000000,0,0,9.81,0,0,-0.003231382925747913,0,0,0,101325,100
5620000000,0,0,9.81,0,0,-0.002696426906816125,0,0,0,101325,100
5640000000,0,0,9.81,0,0,-0.005173665871242378,0,0,0,101325,100
5660000000,0,0,9.81,0,0,-0.004786259012755155,0,0,0,101325,100
5680000000,0,0,9.81,0,0,-0.003290558018754303,0,0,0,101325,100
5700000000,0,0,9.81,0,0,-0.002898313227535523,0,0,0,101325,100
5720000000,0,0,9.81,0,0,-0.005527399670543783,0,0,0,101325,100
5740000000,0,0,9.81,0,0,-0.003611300957756738,0,0,0,101325,100
5760000000,0,0,9.81,0,0,-0.004268599165859631,0,0,0,101325,100
5780000000,0,0,9.81,0,0,-0.005705084954505054,0,0,0,101325,100
5800000000,0,0,9.81,0,0,-0.004465276059630822,0,0,0,101325,100
5820000000,0,0,9.81,0,0,-0.004595582608130586,0,0,0,101325,100
5840000000,0,0,9.81,0,0,-0.00400920090460571,0,0,0,101325,100
5860000000,0,0,9.81,0,0,-0.004071285601116088,0,0,0,101325,100
5880000000,0,0,9.81,0,0,-0.004345358029370505,0,0,0,101325,100
5900000000,0,0,9.81,0,0,-0.0042236630219295215,0,0,0,101325,100
5920000000,0,0,9.81,0,0,-0.0042447030529134564,0,0,0,101325,100
5940000000,0,0,9.81,0,0,-0.003660832097751101,0,0,0,101325,100
5960000000,0,0,9.81,0,0,-0.003266738228429866,0,0,0,101325,100
5980000000,0,0,9.81,0,0,-0.003272157399070759,0,0,0,101325,100
6000000000,0,0,9.81,0,0,-0.004889283469965308,0,0,0,101325,100
6020000000,0,0,9.81,0,0,-0.00480385045380609,0,0,0,101325,100
6040000000,0,0,9.81,0,0,-0.004698543805549324,0,0,0,101325,100
6060000000,0,0,9.81,0,0,-0.002872277668128956,0,0,0,101325,100
6080000000,0,0,9.81,0,0,-0.0036964538468761167,0,0,0,101325,100
6100000000,0,0,9.81,0,0,-0.004783221975601196,0,0,0,101325,100
6120000000,0,0,9.81,0,0,-0.00512441884004162,0,0,0,101325,100
6140000000,0,0,9.81,0,0,-0.004992827321193793,0,0,0,101325,100
6160000000,0,0,9.81,0,0,-0.004089180100198574,0,0,0,101325,100
6180000000,0,0,9.81,0,0,-0.005077562543061669,0,0,0,101325,100
6200000000,0,0,9.81,0,0,-0.004120908842996188,0,0,0,101325,100
6220000000,0,0,9.81,0,0,-0.002938089182384366,0,0,0,101325,100
6240000000,0,0,9.81,0,0,-0.0043378849387487655,0,0,0,101325,100
6260000000,0,0,9.81,0,0,-0.0033683525825827045,0,0,0,101325,100
6280000000,0,0,9.81,0,0,-0.005441989061381581,0,0,0,101325,100
6300000000,0,0,9.81,0,0,-0.0038033282713853616,0,0,0,101325,100
6320000000,0,0,9.81,0,0,-0.003860004516004001,0,0,0,101325,100
6340000000,0,0,9.81,0,0,-0.004919780585377139,0,0,0,101325,100
6360000000,0,0,9.81,0,0,-0.002910803228169138,0,0,0,101325,100
6380000000,0,0,9.81,0,0,-0.004120021047558463,0,0,0,101325,100
6400000000,0,0,9.81,0,0,-0.0047153314822011285,0,0,0,101325,100
6420000000,0,0,9.81,0,0,-0.004370624971920171,0,0,0,101325,100
6440000000,0,0,9.81,0,0,-0.003283035865330295,0,0,0,101325,100
6460000000,0,0,9.81,0,0,-0.005312865386542014,0,0,0,101325,100
6480000000,0,0,9.81,0,0,-0.0039842807820579685,0,0,0,101325,100
6500000000,0,0,9.81,0,0,-0.004953387970299155,0,0,0,101325,100
6520000000,0,0,9.81,0,0,-0.003916311116856573,0,0,0,101325,100
6540000000,0,0,9.81,0,0,-0.004575789550061295,0,0,0,101325,100
6560000000,0,0,9.81,0,0,-0.004178520820552908,0,0,0,101325,100
6580000000,0,0,9.81,0,0,-0.003450557780214044,0,0,0,101325,100
6600000000,0,0,9.81,0,0,-0.00407726486319587,0,0,0,101325,100
6620000000,0,0,9.81,0,0,-0.0036326531096537054,0,0,0,101325,100
6640000000,0,0,9.81,0,0,-0.0035042487538150618,0,0,0,101325,100
6660000000,0,0,9.81,0,0,-0.00375890465774516,0,0,0,101325,100
6680000000,0,0,9.81,0,0,-0.003916706190616541,0,0,0,101325,100
6700000000,0,0,9.81,0,0,-0.004076906134826532,0,0,0,101325,100
6720000000,0,0,9.81,0,0,-0.003557687112059628,0,0,0,101325,100
6740000000,0,0,9.81,0,0,-0.003062891506595663,0,0,0,101325,100
6760000000,0,0,9.81,0,0,-0.002506793031301631,0,0,0,101325,100
6780000000,0,0,9.81,0,0,-0.002577878043313065,0,0,0,101325,100
6800000000,0,0,9.81,0,0,-0.004980562356715094,0,0,0,101325,100
6820000000,0,0,9.81,0,0,-0.003857613209240441,0,0,0,101325,100
6840000000,0,0,9.81,0,0,-0.0036870761473912694,0,0,0,101325,100
6860000000,0,0,9.81,0,0,-0.003053053501271412,0,0,0,101325,100
6880000000,0,0,9.81,0,0,-0.003185779738565321,0,0,0,101325,100
6900000000,0,0,9.81,0,0,-0.005363492694741319,0,0,0,101325,100
6920000000,0,0,9.81,0,0,-0.003873457277073224,0,0,0,101325,100
6940000000,0,0,9.81,0,0,-0.005606794087372604,0,0,0,101325,100
6960000000,0,0,9.81,0,0,-0.004528187347111399,0,0,0,101325,100
6980000000,0,0,9.81,0,0,-0.0049229603565554975,0,0,0,101325,100
7000000000,0,0,9.81,0,0,-0.004648360125092668,0,0,0,101325,100
7020000000,0,0,9.81,0,0,-0.0027338172964131444,0,0,0,101325,100
7040000000,0,0,9.81,0,0,-0.004587955081941808,0,0,0,101325,100
7060000000,0,0,9.81,0,0,-0.004550787824630419,0,0,0,101325,100
7080000000,0,0,9.81,0,0,-0.004006957813771614,0,0,0,101325,100
7100000000,0,0,9.81,0,0,-0.003179599824617016,0,0,0,101325,100
7120000000,0,0,9.81,0,0,-0.005599883056123871,0,0,0,101325,100
7140000000,0,0,9.81,0,0,-0.0026959682931064956,0,0,0,101325,100
7160000000,0,0,9.81,0,0,-0.004781665894334319,0,0,0,101325,100
7180000000,0,0,9.81,0,0,-0.0049826697272337805,0,0,0,101325,100
7200000000,0,0,9.81,0,0,-0.0040037591032025316,0,0,0,101325,100
7220000000,0,0,9.81,0,0,-0.0035281488064194217,0,0,0,101325,100
7240000000,0,0,9.81,0,0,-0.0017531297590394224,0,0,0,101325,100
7260000000,0,0,9.81,0,0,-0.003333158054669916,0,0,0,101325,100
