t_ns,lat,lon,speed,bearing,cn0_mean,sv_used,navic_sv,masked
32000000000,17.445256333914113,78.35,18.253518550876553,0.0,40,9,3,0
33000000000,17.445420491750284,78.35,18.253518550876553,0.0,40,9,3,0
34000000000,17.44558464958645,78.35,18.253518550876553,0.0,40,9,3,0
35000000000,17.445748807422618,78.35,18.253518550876553,0.0,40,9,3,0
36000000000,17.44590186319968,78.3500008027288,11.407660843433552,4.279241598431658,40,9,3,0
37000000000,17.445999574626907,78.3500309537343,11.407660843433552,28.052806034163112,40,9,3,0
38000000000,17.446077398987804,78.35009983397245,11.407660843433552,51.82637046989456,40,9,3,0
39000000000,17.446122128828577,78.3501957538829,11.407660843433552,75.59993490562601,40,9,3,0
40000000000,17.446126173116046,78.35030243504369,11.407660843433552,99.37349934135747,40,9,3,0
41000000000,17.44608884550034,78.35040177275745,11.407660843433552,123.14706377708893,40,9,3,0
42000000000,17.4460164807943,78.35047690857202,11.407660843433552,146.9206282128204,40,9,3,0
43000000000,17.445921359901995,78.35051509130271,11.407660843433552,170.69419264855102,40,9,3,0
44000000000,17.445819625645242,78.35050984101642,11.407660843433552,194.4677570842817,40,9,3,0
45000000000,17.445728543189862,78.35046204873125,11.407660843433552,218.24132152001232,40,9,3,0
46000000000,17.44566357000068,78.35037982520315,11.407660843433552,242.01488595574295,40,9,3,0
47000000000,17.445635732578705,78.35027712446188,11.407660843433552,265.7884503914736,40,9,3,0
48000000000,17.44564975517044,78.35017137569389,11.407660843433552,289.5620148272042,40,9,3,0
49000000000,17.44570325802319,78.35008052536158,11.407660843433552,313.33557926293486,40,9,3,0
50000000000,17.445787161249278,78.35001999153651,11.407660843433552,337.1091436986655,40,9,3,0
51000000000,17.445887225759947,78.350000047322,11.407660843433552,360.8827081343962,40,9,3,0
52000000000,17.445986469759443,78.3500240774203,11.407660843433552,384.6562725701268,40,9,3,0
53000000000,17.446068050699715,78.35008800372003,11.407660843433552,408.42983700585745,40,9,3,0
54000000000,17.446118123603597,78.35018097738619,11.407660843433552,432.2034014415881,40,9,3,0
55000000000,17.44612819067481,78.35028721999944,11.407660843433552,455.9769658773187,40,9,3,0
56000000000,17.446096543446025,78.35038870128766,11.407660843433552,479.75053031304935,40,9,3,0
57000000000,17.446028552720257,78.35046819901592,11.407660843433552,503.52409474878,40,9,3,0
58000000000,17.445935757100056,78.35051222174582,11.407660843433552,527.2976591845106,40,9,3,0
59000000000,17.445833904788845,78.35051329844686,11.407660843433552,551.0712236202413,40,9,3,0
60000000000,17.445740280987284,78.35047124639377,11.407660843433552,574.8447880559719,40,9,3,0
61000000000,17.44567077444819,78.35039320217643,11.407660843433552,598.6183524917027,40,9,3,0
62000000000,17.445637181020487,78.35029241056017,11.407660843433552,622.3919169274333,40,9,3,0
63000000000,17.445645201793646,78.35018597673673,11.407660843433552,646.165481363164,40,9,3,0
64000000000,17.445693475574462,78.3500919634282,11.407660843433552,669.9390457988945,40,9,3,0
65000000000,17.445773809893094,78.35002632549005,11.407660843433552,693.7126102346252,40,9,3,0
66000000000,17.44587257133464,78.35000020223684,11.407660843433552,717.4861746703559,40,9,3,0
67000000000,17.445972999245217,78.35001802700609,11.407660843433552,741.2597391060865,40,9,3,0
68000000000,17.44605805015703,78.35007677478335,11.407660843433552,765.0333035418172,40,9,3,0
69000000000,17.4461213190415,78.35017758110278,16.244053558613896,781.6747986468287,40,9,3,0
70000000000,17.446190633394785,78.35031237247217,16.244053558613896,781.6747986468287,40,9,3,0
71000000000,17.446259947748075,78.35044716384157,16.244053558613896,781.6747986468287,40,9,3,0
72000000000,17.44632926210136,78.35058195521094,16.244053558613896,781.6747986468287,40,9,3,0
73000000000,17.44639857645465,78.35071674658033,16.244053558613896,781.6747986468287,40,9,3,0
74000000000,17.44646789080794,78.35085153794972,16.244053558613896,781.6747986468287,40,9,3,0
75000000000,17.446537205161228,78.35098632931911,16.244053558613896,781.6747986468287,40,9,3,0
76000000000,17.446606519514518,78.3511211206885,16.244053558613896,781.6747986468287,40,9,3,0
77000000000,17.446675833867804,78.35125591205788,16.244053558613896,781.6747986468287,40,9,3,0
78000000000,17.446756682916703,78.351413134242,22.12056442851137,781.6747986468287,40,9,3,0
79000000000,17.446851072695225,78.3515966882521,22.12056442851137,781.6747986468287,40,9,3,0
80000000000,17.44694546247375,78.3517802422622,22.12056442851137,781.6747986468287,40,9,3,0
81000000000,17.447039852252274,78.3519637962723,22.12056442851137,781.6747986468287,40,9,3,0
82000000000,17.4471342420308,78.3521473502824,22.12056442851137,781.6747986468287,40,9,3,0
83000000000,17.447228631809324,78.3523309042925,22.12056442851137,781.6747986468287,40,9,3,0
84000000000,17.44732302158785,78.3525144583026,22.12056442851137,781.6747986468287,40,9,3,0
85000000000,17.447417411366374,78.3526980123127,22.12056442851137,781.6747986468287,40,9,3,0
86000000000,17.4475118011449,78.3528815663228,22.12056442851137,781.6747986468287,40,9,3,0
87000000000,17.447606190923423,78.3530651203329,22.12056442851137,781.6747986468287,40,9,3,0
88000000000,17.447674807634147,78.3532024585362,7.209224429847912,789.4952007629882,40,9,3,0
89000000000,17.44768601553147,78.35326902326271,7.209224429847912,810.0752063318295,40,9,3,0
90000000000,17.44767418526609,78.35333546955364,7.209224429847912,830.6552119006708,40,9,3,0
91000000000,17.447640826799606,78.35339331650479,7.209224429847912,851.235217469512,40,9,3,0
92000000000,17.44759019785586,78.35343518079284,7.209224429847912,871.8152230383533,40,9,3,0
93000000000,17.44752876048435,78.35345571904934,7.209224429847912,892.3952286071946,40,9,3,0
94000000000,17.447464356273418,78.35345230986407,7.209224429847912,912.9752341760359,40,9,3,0
95000000000,17.44740520548539,78.35342538837001,7.209224429847912,933.5552397448772,40,9,3,0
96000000000,17.447358857859427,78.35337839070499,7.209224429847912,954.1352453137185,40,9,3,0
97000000000,17.44733122899698,78.35331731543847,7.209224429847912,974.7152508825598,40,9,3,0
98000000000,17.447325845321142,78.35324995794137,7.209224429847912,995.2952564514011,40,9,3,0
99000000000,17.447343393979963,78.3531849154201,7.209224429847912,1015.8752620202423,40,9,3,0
100000000000,17.44738163514196,78.35313048960802,7.209224429847912,1036.4552675890836,40,9,3,0
101000000000,17.4474356878781,78.35309362716973,7.209224429847912,1057.0352731579248,40,9,3,0
102000000000,17.447498653141515,78.35307903306021,7.209224429847912,1077.615278726766,40,9,3,0
103000000000,17.44756249433064,78.35308857000562,7.209224429847912,1098.1952842956075,40,9,3,0
104000000000,17.44761906304471,78.35312102075335,7.209224429847912,1118.7752898644487,40,9,3,0
105000000000,17.447661139108806,78.35317224343669,7.209224429847912,1139.35529543329,40,9,3,0
106000000000,17.447683352124326,78.35323570022389,7.209224429847912,1159.9353010021312,40,9,3,0
107000000000,17.447682866922396,78.35330329177752,7.209224429847912,1180.5153065709726,40,9,3,0
108000000000,17.44765974543199,78.35336639101725,7.209224429847912,1201.0953121398138,40,9,3,0
109000000000,17.44761693877562,78.35341694424139,7.209224429847912,1221.675317708655,40,9,3,0
110000000000,17.447559910601377,78.35344849906494,7.209224429847912,1242.2553232774962,40,9,3,0
111000000000,17.447495939727606,78.3534570279729,7.209224429847912,1262.8353288463377,40,9,3,0
112000000000,17.44743319110743,78.353441442374,7.209224429847912,1283.415334415179,40,9,3,0
113000000000,17.44737967369104,78.35340373154364,7.209224429847912,1303.9953399840201,40,9,3,0
114000000000,17.447342218199527,78.3533487087217,7.209224429847912,1324.5753455528616,40,9,3,0
115000000000,17.44732560528249,78.35328339677243,7.209224429847912,1345.1553511217028,40,9,3,0
116000000000,17.44733195533756,78.35321613181777,7.209224429847912,1365.735356690544,40,9,3,0
117000000000,17.44736045787241,78.35315549925242,7.209224429847912,1386.3153622593852,40,9,3,0
118000000000,17.44740747495235,78.35310923794293,7.209224429847912,1406.8953678282267,40,9,3,0
119000000000,17.447467005529855,78.3530832524737,7.209224429847912,1427.4753733970679,40,9,3,0
120000000000,17.44753145139115,78.35308085951252,7.209224429847912,1448.055378965909,40,9,3,0
121000000000,17.447592586957843,78.35310236448615,7.209224429847912,1468.6353845347503,40,9,3,0
122000000000,17.447642609162596,78.35314502259698,7.209224429847912,1489.2153901035917,40,9,3,0
123000000000,17.447675133397336,78.35320338915659,7.209224429847912,1509.795395672433,40,9,3,0
124000000000,17.44768600841578,78.3532700145212,7.209224429847912,1530.3754012412742,40,9,3,0
125000000000,17.44767384617974,78.35333639493045,7.209224429847912,1550.9554068101154,40,9,3,0
126000000000,17.447640199022036,78.35339405788902,7.209224429847912,1571.5354123789568,40,9,3,0
127000000000,17.447589361513767,78.35343564355756,7.209224429847912,1592.115417947798,40,9,3,0
128000000000,17.44753960707816,78.35347492510007,6.958230538238009,1570.9309960861585,40,9,3,0
129000000000,17.447510195444256,78.3535322408077,6.958230538238009,1546.1148848827381,40,9,3,0
130000000000,17.447506449703653,78.3535972030241,6.958230538238009,1521.2987736793177,40,9,3,0
131000000000,17.447529061623506,78.35365781446161,6.958230538238009,1496.4826624758973,40,9,3,0
132000000000,17.447573855211637,78.35370288133878,6.958230538238009,1471.6665512724767,40,9,3,0
133000000000,17.44763255794299,78.35372408065923,6.958230538238009,1446.8504400690563,40,9,3,0
134000000000,17.447694328537896,78.35371749731111,6.958230538238009,1422.0343288656359,40,9,3,0
135000000000,17.44774775914055,78.35368434711377,6.958230538238009,1397.2182176622155,40,9,3,0
136000000000,17.44778298213334,78.3536307522791,6.958230538238009,1372.402106458795,40,9,3,0
137000000000,17.44779349249841,78.35356661075527,6.958230538238009,1347.5859952553747,40,9,3,0
138000000000,17.44777734917093,78.35350376826361,6.958230538238009,1322.7698840519543,40,9,3,0
139000000000,17.447737533516914,78.35345383061892,6.958230538238009,1297.9537728485336,40,9,3,0
140000000000,17.447681398731525,78.3534260203558,6.958230538238009,1273.1376616451132,40,9,3,0
141000000000,17.44761931184357,78.3534254735017,6.958230538238009,1248.3215504416928,40,9,3,0
142000000000,17.447562739122183,78.35345229105022,6.958230538238009,1223.5054392382724,40,9,3,0
143000000000,17.44752212847463,78.3535015203094,6.958230538238009,1198.689328034852,40,9,3,0
144000000000,17.44750497991629,78.35356406956998,6.958230538238009,1173.8732168314316,40,9,3,0
145000000000,17.44751317049601,78.35364403574232,11.389670362487426,1165.4152229974,40,9,3,0
146000000000,17.447502639828624,78.35375025052078,11.389670362487426,1186.0383267089444,40,9,3,0
147000000000,17.4474570928492,78.35384577097985,11.389670362487426,1206.661430420486,40,9,3,0
148000000000,17.447382367078657,78.35391835475602,11.389670362487426,1227.284534132028,40,9,3,0
149000000000,17.447288039732758,78.35395869916191,11.389670362487426,1247.9076378435698,40,9,3,0
150000000000,17.447186200259846,78.35396163346354,11.389670362487426,1268.5307415551115,40,9,3,0
151000000000,17.44708990089876,78.35392678158662,11.389670362487426,1289.1538452666534,40,9,3,0
152000000000,17.44701148384085,78.3538586103161,11.389670362487426,1309.7769489781952,40,9,3,0
153000000000,17.446960999395085,78.35376585681132,11.389670362487426,1330.400052689737,40,9,3,0
154000000000,17.446944917891933,78.35366040880957,11.389670362487426,1351.0231564012788,40,9,3,0
155000000000,17.446965300414522,78.35355578103616,11.389670362487426,1371.6462601128205,40,9,3,0
156000000000,17.447019534640294,78.353465383092,11.389670362487426,1392.2693638243625,40,9,3,0
157000000000,17.447100669648865,78.35340080081433,11.389670362487426,1412.8924675359042,40,9,3,0
158000000000,17.44719830678557,78.35337031137985,11.389670362487426,1433.5155712474461,40,9,3,0
159000000000,17.447299932403276,78.3533778224618,11.389670362487426,1454.1386749589878,40,9,3,0
160000000000,17.447392521671865,78.35342237140358,11.389670362487426,1474.7617786705296,40,9,3,0
161000000000,17.447464207903373,78.35349824859765,11.389670362487426,1495.3848823820715,40,9,3,0
162000000000,17.44750580344405,78.35359572925623,11.389670362487426,1516.0079860936132,40,9,3,0
163000000000,17.447511977208446,78.35370231978717,11.389670362487426,1536.6310898051552,40,9,3,0
164000000000,17.447481937937102,78.3538043590331,11.389670362487426,1557.254193516697,40,9,3,0
165000000000,17.447419535608148,78.35388876915131,11.389670362487426,1577.8772972282386,40,9,3,0
166000000000,17.44733276800553,78.35394473173325,11.389670362487426,1598.5004009397805,40,9,3,0
167000000000,17.447232755684382,78.35396507434406,11.389670362487426,1619.1235046513223,40,9,3,0
168000000000,17.44713231670694,78.35394718977646,11.389670362487426,1639.7466083628642,40,9,3,0
169000000000,17.44704432381778,78.35389337020305,11.389670362487426,1660.369712074406,40,9,3,0
170000000000,17.446980054610677,78.35381051340035,11.389670362487426,1680.9928157859476,40,9,3,0
171000000000,17.446947746137695,78.35370923869648,11.389670362487426,1701.6159194974896,40,9,3,0
172000000000,17.44695153920882,78.35360252594676,11.389670362487426,1722.2390232090313,40,9,3,0
173000000000,17.446990947685727,78.35350405197272,11.389670362487426,1742.862126920573,40,9,3,0
174000000000,17.447060920787635,78.3534264376746,11.389670362487426,1763.485230632115,40,9,3,0
175000000000,17.447152490423758,78.3533796304758,11.389670362487426,1784.1083343436567,40,9,3,0
176000000000,17.44725392058716,78.35336962941307,11.389670362487426,1804.7314380551986,40,9,3,0
177000000000,17.447352211498078,78.3533977162709,11.389670362487426,1825.3545417667403,40,9,3,0
178000000000,17.44743476571853,78.35346029130191,11.389670362487426,1845.977645478282,40,9,3,0
179000000000,17.447491002700794,78.35354933458784,11.389670362487426,1866.6007491898238,40,9,3,0
180000000000,17.44751371484154,78.35365343391096,11.389670362487426,1887.2238529013655,40,9,3,0
181000000000,17.44749999124309,78.35375924739914,11.389670362487426,1907.8469566129074,40,9,3,0
182000000000,17.44745159078812,78.35385321348454,11.389670362487426,1928.4700603244492,40,9,3,0
183000000000,17.447374716712762,78.35392328901969,11.389670362487426,1949.0931640359909,40,9,3,0
184000000000,17.447279221569897,78.35396049278546,11.389670362487426,1969.7162677475328,40,9,3,0
185000000000,17.447229218548216,78.35395996500797,4.35892311941725,1997.2814754207764,40,9,3,0
186000000000,17.447196372190042,78.3539383535671,4.35892311941725,2026.3705595734175,40,9,3,0
187000000000,17.447177692738126,78.35390272977219,4.35892311941725,2055.459643726059,40,9,3,0
188000000000,17.447177892462932,78.35386208044777,4.35892311941725,2084.5487278787,40,9,3,0
189000000000,17.44719692097983,78.35382666021009,4.35892311941725,2113.637812031341,40,9,3,0
190000000000,17.447229977959637,78.35380540453224,4.35892311941725,2142.7268961839823,40,9,3,0
191000000000,17.447268724108962,78.35380367558992,4.35892311941725,2171.8159803366234,40,9,3,0
192000000000,17.44730338492607,78.35382190954388,4.35892311941725,2200.9050644892645,40,9,3,0
193000000000,17.4473252165171,78.35385550650956,4.35892311941725,2229.9941486419057,40,9,3,0
194000000000,17.447328711420585,78.35389599097117,4.35892311941725,2259.083232794547,40,9,3,0
195000000000,17.44731298797626,78.35393314990246,4.35892311941725,2288.1723169471884,40,9,3,0
196000000000,17.44728201274175,78.35395760920962,4.35892311941725,2317.2614010998295,40,9,3,0
197000000000,17.447243599847972,78.3539631985365,4.35892311941725,2346.3504852524707,40,9,3,0
198000000000,17.447207439726203,78.3539485078621,4.35892311941725,2375.4395694051113,40,9,3,0
199000000000,17.4471826545003,78.35391724320687,4.35892311941725,2404.5286535577525,40,9,3,0
200000000000,17.447175496746016,78.35387729171396,4.35892311941725,2433.6177377103936,40,9,3,0
201000000000,17.447187772151988,78.3538387319575,4.35892311941725,2462.706821863035,40,9,3,0
202000000000,17.447216383998178,78.35381129141784,4.35892311941725,2491.7959060156763,40,9,3,0
203000000000,17.447254114366284,78.35380189252746,4.35892311941725,2520.8849901683175,40,9,3,0
204000000000,17.447291445005977,78.35381290634702,4.35892311941725,2549.9740743209586,40,9,3,0
205000000000,17.447318958506514,78.35384155441722,4.35892311941725,2579.0631584735997,40,9,3,0
206000000000,17.447329714029554,78.35388060968154,4.35892311941725,2608.152242626241,40,9,3,0
207000000000,17.447320998276346,78.3539202196577,4.35892311941725,2637.241326778882,40,9,3,0
208000000000,17.447295009972347,78.35395039192613,4.35892311941725,2666.330410931523,40,9,3,0
209000000000,17.447258305194147,78.35396351492038,4.35892311941725,2695.4194950841647,40,9,3,0
210000000000,17.4472187591513,78.35395582605976,6.365604754353326,2721.306748307695,40,9,3,0
211000000000,17.447163739483674,78.35393958241322,6.365604754353326,2710.3729458464545,40,9,3,0
212000000000,17.447106779209676,78.353934572315,6.365604754353326,2699.4391433852134,40,9,3,0
213000000000,17.447049946331042,78.35394097766189,6.365604754353326,2688.5053409239727,40,9,3,0
214000000000,17.446995304224274,78.35395856590117,6.365604754353326,2677.5715384627315,40,9,3,0
215000000000,17.44694483672764,78.35398669847356,6.365604754353326,2666.6377360014903,40,9,3,0
216000000000,17.446900376115863,78.35402435399693,6.365604754353326,2655.7039335402496,40,9,3,0
217000000000,17.446863536577492,78.35407016534849,6.365604754353326,2644.7701310790085,40,9,3,0
218000000000,17.446835655610116,78.35412246929968,6.365604754353326,2633.8363286177673,40,9,3,0
219000000000,17.446817745461118,78.3541793669014,6.365604754353326,2622.9025261565266,40,9,3,0
220000000000,17.446810456377012,78.35423879242731,6.365604754353326,2611.9687236952855,40,9,3,0
221000000000,17.446814052995542,78.35429858837216,6.365604754353326,2601.0349212340443,40,9,3,0
222000000000,17.446828404737744,78.35435658378223,6.365604754353326,2590.1011187728036,40,9,3,0
223000000000,17.44685299054876,78.35441067307414,6.365604754353326,2579.1673163115624,40,9,3,0
224000000000,17.44688691781526,78.35445889248012,6.365604754353326,2568.2335138503217,40,9,3,0
225000000000,17.446928954772705,78.3544994913447,6.365604754353326,2557.2997113890806,40,9,3,0
226000000000,17.44697757522583,78.35453099568407,6.365604754353326,2546.3659089278394,40,9,3,0
227000000000,17.447031013958732,78.35455226170058,6.365604754353326,2535.4321064665987,40,9,3,0
228000000000,17.447087330822885,78.35456251730946,6.365604754353326,2524.4983040053576,40,9,3,0
229000000000,17.447144481176217,78.35456139017022,6.365604754353326,2513.5645015441164,40,9,3,0
230000000000,17.447200390115977,78.35454892120481,6.365604754353326,2502.6306990828757,40,9,3,0
231000000000,17.447253027810213,78.35452556311195,6.365604754353326,2491.6968966216346,40,9,3,0
232000000000,17.447300483192926,78.35449216393135,6.365604754353326,2480.763094160394,40,9,3,0
233000000000,17.447341033347314,78.3544499362549,6.365604754353326,2469.8292916991527,40,9,3,0
234000000000,17.447372337949073,78.35441789015819,4.531098148917722,2488.16720765838,40,9,3,0
235000000000,17.44741060349112,78.35440427619923,4.531098148917722,2513.8230532227244,40,9,3,0
236000000000,17.44745071987531,78.35440937033866,4.531098148917722,2539.478898787069,40,9,3,0
237000000000,17.447484777029132,78.35443216812372,4.531098148917722,2565.1347443514132,40,9,3,0
238000000000,17.44750605962763,78.35446817433042,4.531098148917722,2590.7905899157577,40,9,3,0
239000000000,17.447510371208427,78.35451028932326,4.531098148917722,2616.446435480102,40,9,3,0
240000000000,17.447496861622195,78.35455020894786,4.531098148917722,2642.1022810444465,40,9,3,0
241000000000,17.44746819466351,78.35458006192842,4.531098148917722,2667.758126608791,40,9,3,0
242000000000,17.44743002282889,78.35459396191087,4.531098148917722,2693.4139721731353,40,9,3,0
243000000000,17.447389872768237,78.35458916812306,4.531098148917722,2719.06981773748,40,9,3,0
244000000000,17.447355661194322,78.35456662579496,4.531098148917722,2744.7256633018246,40,9,3,0
245000000000,17.447334133880357,78.35453077978006,4.531098148917722,2770.381508866169,40,9,3,0
246000000000,17.44731674829134,78.35448444318757,5.5505422563849685,2758.3228048357732,40,9,3,0
247000000000,17.447282386604666,78.35444701713489,5.5505422563849685,2734.3542430386174,40,9,3,0
248000000000,17.44723648309124,78.35442744990945,5.5505422563849685,2710.3856812414615,40,9,3,0
249000000000,17.447186954409016,78.35442911613377,5.5505422563849685,2686.417119444306,40,9,3,0
250000000000,17.447142342423454,78.3544517284458,5.5505422563849685,2662.44855764715,40,9,3,0
251000000000,17.447110341051726,78.35449138705822,5.5505422563849685,2638.479995849995,40,9,3,0
252000000000,17.447096469346626,78.3545412523275,5.5505422563849685,2614.511434052839,40,9,3,0
253000000000,17.447103119664124,78.35459272433931,5.5505422563849685,2590.5428722556835,40,9,3,0
254000000000,17.44712914507047,78.35463692607578,5.5505422563849685,2566.5743104585276,40,9,3,0
255000000000,17.44717005714583,78.3546662343725,5.5505422563849685,2542.605748661372,40,9,3,0
256000000000,17.447218800070665,78.35467559463251,5.5505422563849685,2518.6371868642163,40,9,3,0
257000000000,17.447266967493604,78.3546633925572,5.5505422563849685,2494.6686250670605,40,9,3,0
258000000000,17.447306252316046,78.35463173255319,5.5505422563849685,2470.700063269905,40,9,3,0
259000000000,17.447329879359394,78.35458607479995,5.5505422563849685,2446.731501472749,40,9,3,0
260000000000,17.447333773832703,78.35453429357091,5.5505422563849685,2422.7629396755938,40,9,3,0
261000000000,17.447317264083402,78.35448531921251,5.5505422563849685,2398.794377878438,40,9,3,0
262000000000,17.447283197432494,78.35444759798987,5.5505422563849685,2374.8258160812825,40,9,3,0
263000000000,17.44723744911703,78.35442763541847,5.5505422563849685,2350.8572542841266,40,9,3,0
264000000000,17.447187909029054,78.3544288743034,5.5505422563849685,2326.888692486982,40,9,3,0
265000000000,17.447143121001098,78.35445110098283,5.5505422563849685,2302.9201306898394,40,9,3,0
266000000000,17.447110809311138,78.3544904821768,5.5505422563849685,2278.9515688926967,40,9,3,0
267000000000,17.447096546530375,78.35454022608619,5.5505422563849685,2254.983007095554,40,9,3,0
268000000000,17.44710279246087,78.3545917537268,5.5505422563849685,2231.0144452984114,40,9,3,0
269000000000,17.44712846991067,78.35463617848679,5.5505422563849685,2207.0458835012687,40,9,3,0
270000000000,17.44716915046957,78.3546658387385,5.5505422563849685,2183.077321704126,40,9,3,0
271000000000,17.447217818246067,78.3546756191857,5.5505422563849685,2159.1087599069833,40,9,3,0
272000000000,17.447266079849083,78.35466383306309,5.5505422563849685,2135.1401981098406,40,9,3,0
273000000000,17.44730561193745,78.3546325130408,5.5505422563849685,2111.171636312698,40,9,3,0
274000000000,17.447360861793836,78.35455578690191,11.218644330279927,2106.8572951892124,40,9,3,0
275000000000,17.447421379054532,78.35447117053276,11.218644330279927,2106.8572951892124,40,9,3,0
276000000000,17.447481896315225,78.35438655416361,11.218644330279927,2106.8572951892124,40,9,3,0
277000000000,17.447542413575917,78.35430193779446,11.218644330279927,2106.8572951892124,40,9,3,0
278000000000,17.44760293083661,78.35421732142532,11.218644330279927,2106.8572951892124,40,9,3,0
279000000000,17.447663448097305,78.35413270505617,11.218644330279927,2106.8572951892124,40,9,3,0
280000000000,17.447723965357998,78.35404808868702,11.218644330279927,2106.8572951892124,40,9,3,0
281000000000,17.44778448261869,78.35396347231787,11.218644330279927,2106.8572951892124,40,9,3,0
282000000000,17.447844999879386,78.35387885594872,11.218644330279927,2106.8572951892124,40,9,3,0
283000000000,17.44790551714008,78.35379423957957,11.218644330279927,2106.8572951892124,40,9,3,0
284000000000,17.44796603440077,78.35370962321043,11.218644330279927,2106.8572951892124,40,9,3,0
285000000000,17.448026551661467,78.35362500684128,11.218644330279927,2106.8572951892124,40,9,3,0
286000000000,17.44808706892216,78.35354039047213,11.218644330279927,2106.8572951892124,40,9,3,0
287000000000,17.448147586182852,78.35345577410298,11.218644330279927,2106.8572951892124,40,9,3,0
288000000000,17.448208103443548,78.35337115773383,11.218644330279927,2106.8572951892124,40,9,3,0
289000000000,17.44826862070424,78.3532865413647,11.218644330279927,2106.8572951892124,40,9,3,0
290000000000,17.448329137964933,78.35320192499555,11.218644330279927,2106.8572951892124,40,9,3,0
291000000000,17.448389655225625,78.3531173086264,11.218644330279927,2106.8572951892124,40,9,3,0
292000000000,17.44845017248632,78.35303269225724,11.218644330279927,2106.8572951892124,40,9,3,0
293000000000,17.448510689747014,78.3529480758881,11.218644330279927,2106.8572951892124,40,9,3,0
294000000000,17.448571207007706,78.35286345951894,11.218644330279927,2106.8572951892124,40,9,3,0
295000000000,17.448631724268402,78.3527788431498,11.218644330279927,2106.8572951892124,40,9,3,0
296000000000,17.448692241529095,78.35269422678066,11.218644330279927,2106.8572951892124,40,9,3,0
297000000000,17.448752758789787,78.3526096104115,11.218644330279927,2106.8572951892124,40,9,3,0
298000000000,17.448813276050483,78.35252499404235,11.218644330279927,2106.8572951892124,40,9,3,0
299000000000,17.448873793311176,78.3524403776732,11.218644330279927,2106.8572951892124,40,9,3,0
